#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 02 23 30 999 99.0 99.0  0.45 12.50  6.46 240 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 00 00 999 99.0 99.0  0.44 13.33  6.67 217 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 00 30 999 99.0 99.0  0.47 12.50  7.39 245 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 03 01 00 999 99.0 99.0  0.48 13.33  7.67 207 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 01 30 999 99.0 99.0  0.50 13.33  7.48 223 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 03 02 30 999 99.0 99.0  0.52 13.33  7.12 222 9999.0 999.0  15.0 999.0 99.0 99.00
2019 01 03 03 00 999 99.0 99.0  0.53 13.33  6.14 230 9999.0 999.0  15.0 999.0 99.0 99.00
2019 01 03 03 30 999 99.0 99.0  0.56 13.33  5.56 222 9999.0 999.0  15.0 999.0 99.0 99.00
2019 01 03 04 00 999 99.0 99.0  0.62 12.50  4.86 236 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 03 04 30 999 99.0 99.0  0.62 12.50  5.00 258 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 03 05 00 999 99.0 99.0  0.61 12.50  4.98 250 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 03 05 30 999 99.0 99.0  0.58 11.76  5.23 258 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 06 00 999 99.0 99.0  0.55 12.50  5.75 251 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 06 30 999 99.0 99.0  0.51 11.76  5.82 257 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 07 00 999 99.0 99.0  0.54 11.76  6.01 268 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 07 30 999 99.0 99.0  0.54 12.50  5.03 255 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 08 00 999 99.0 99.0  0.55 11.76  4.72 250 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 08 30 999 99.0 99.0  0.52 11.76  4.96 255 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 09 00 999 99.0 99.0  0.51 13.33  4.58 219 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 09 30 999 99.0 99.0  0.51 11.76  4.16 254 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 10 00 999 99.0 99.0  0.55 12.50  4.46 241 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 10 30 999 99.0 99.0  0.57 13.33  4.24 222 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 11 00 999 99.0 99.0  0.60 12.50  4.68 240 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 11 30 999 99.0 99.0  0.62 12.50  4.76 233 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 12 00 999 99.0 99.0  0.61 11.76  4.66 258 9999.0 999.0  15.2 999.0 99.0 99.00
