#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
#yr	mo	dy	hr	mn	deg	T m/s	m/s	m	sec	sec	deg	T   hPa	degC	degC	degC	mi	ft
2019	10	21	10	30	999	99	99	0.55	15.38	7.29	59	9999	999	28.2	999	99	99
2019	10	21	11	0	999	99	99	0.53	15.38	7.07	74	9999	999	28.2	999	99	99
2019	10	21	11	30	999	99	99	0.53	16.67	6.27	73	9999	999	28.1	999	99	99
2019	10	21	12	0	999	99	99	0.52	15.38	6.51	64	9999	999	28.1	999	99	99
2019	10	21	12	30	999	99	99	0.55	14.29	6.9	64	9999	999	28.2	999	99	99
2019	10	21	13	0	999	99	99	0.51	15.38	6.54	71	9999	999	28.1	999	99	99
2019	10	21	13	30	999	99	99	0.51	14.29	6.53	67	9999	999	28.2	999	99	99
2019	10	21	14	0	999	99	99	0.51	14.29	6.72	74	9999	999	28.2	999	99	99
2019	10	21	14	30	999	99	99	0.5	14.29	6.6	67	9999	999	28.3	999	99	99
2019	10	21	15	0	999	99	99	0.51	14.29	7.06	71	9999	999	28.5	999	99	99
2019	10	21	15	30	999	99	99	0.5	14.29	6.86	74	9999	999	28.7	999	99	99
2019	10	21	16	0	999	99	99	0.51	15.38	7.2	69	9999	999	28.7	999	99	99
2019	10	21	16	30	999	99	99	0.51	14.29	7.23	66	9999	999	28.6	999	99	99
2019	10	21	17	0	999	99	99	0.49	14.29	6.88	70	9999	999	28.5	999	99	99
2019	10	21	17	30	999	99	99	0.48	13.33	6.61	70	9999	999	28.5	999	99	99
2019	10	21	18	0	999	99	99	0.54	15.38	5.79	77	9999	999	28.5	999	99	99
2019	10	21	18	30	999	99	99	0.53	14.29	5.61	70	9999	999	28.5	999	99	99
2019	10	21	19	0	999	99	99	0.55	15.38	5.15	71	9999	999	28.5	999	99	99
2019	10	21	19	30	999	99	99	0.55	15.38	5.37	76	9999	999	28.9	999	99	99
2019	10	21	20	0	999	99	99	0.56	14.29	5.13	71	9999	999	29.1	999	99	99
2019	10	21	20	30	999	99	99	0.55	14.29	4.43	77	9999	999	28.9	999	99	99
2019	10	21	21	0	999	99	99	0.6	14.29	4.02	69	9999	999	28.9	999	99	99
2019	10	21	21	30	999	99	99	0.61	14.29	4.06	63	9999	999	28.8	999	99	99
2019	10	21	22	0	999	99	99	0.64	13.33	3.88	62	9999	999	28.8	999	99	99
2019	10	21	22	30	999	99	99	0.65	13.33	3.88	67	9999	999	28.7	999	99	99
2019	10	21	23	0	999	99	99	0.62	12.5	3.78	62	9999	999	28.6	999	99	99
2019	10	21	23	30	999	99	99	0.64	14.29	3.48	70	9999	999	28.8	999	99	99
2019	10	22	0	0	999	99	99	0.7	13.33	3.56	63	9999	999	28.6	999	99	99
2019	10	22	0	30	999	99	99	0.73	12.5	3.55	49	9999	999	27.6	999	99	99
2019	10	22	1	0	999	99	99	0.72	14.29	3.37	63	9999	999	27.8	999	99	99
2019	10	22	1	30	999	99	99	0.75	13.33	3.52	63	9999	999	28	999	99	99
2019	10	22	2	0	999	99	99	0.72	14.29	3.44	76	9999	999	28	999	99	99
2019	10	22	2	30	999	99	99	0.7	12.5	3.55	73	9999	999	28.1	999	99	99
2019	10	22	3	0	999	99	99	0.7	3.12	3.47	161	9999	999	28.1	999	99	99
2019	10	22	3	30	999	99	99	0.66	12.5	3.51	73	9999	999	28.2	999	99	99
2019	10	22	4	0	999	99	99	0.6	13.33	3.71	69	9999	999	28.2	999	99	99
2019	10	22	4	30	999	99	99	0.61	14.29	4	69	9999	999	28.2	999	99	99
2019	10	22	5	0	999	99	99	0.54	14.29	3.68	70	9999	999	28.2	999	99	99
2019	10	22	5	30	999	99	99	0.56	13.33	4.09	63	9999	999	28.1	999	99	99
2019	10	22	6	0	999	99	99	0.53	12.5	4	66	9999	999	28.1	999	99	99
2019	10	22	6	30	999	99	99	0.52	14.29	3.93	63	9999	999	28	999	99	99
2019	10	22	7	0	999	99	99	0.52	13.33	4.04	59	9999	999	28	999	99	99
2019	10	22	7	30	999	99	99	0.51	13.33	4.02	71	9999	999	28	999	99	99
2019	10	22	8	0	999	99	99	0.5	13.33	4.07	53	9999	999	28	999	99	99
2019	10	22	8	30	999	99	99	0.49	14.29	4.07	57	9999	999	28	999	99	99
2019	10	22	9	0	999	99	99	0.52	14.29	4.37	60	9999	999	28	999	99	99
2019	10	22	9	30	999	99	99	0.51	13.33	4.7	64	9999	999	28	999	99	99
2019	10	22	10	0	999	99	99	0.45	14.29	4.67	70	9999	999	28.1	999	99	99
2019	10	22	10	30	999	99	99	0.45	14.29	5.03	62	9999	999	28.1	999	99	99
2019	10	22	11	0	999	99	99	0.45	12.5	5.14	71	9999	999	28.2	999	99	99
2019	10	22	11	30	999	99	99	0.45	14.29	5.33	59	9999	999	28.1	999	99	99
2019	10	22	12	0	999	99	99	0.43	13.33	5.47	69	9999	999	28.2	999	99	99
2019	10	22	12	30	999	99	99	0.46	14.29	5.49	70	9999	999	28.2	999	99	99
2019	10	22	13	0	999	99	99	0.44	13.33	5.3	70	9999	999	28.1	999	99	99
2019	10	22	13	30	999	99	99	0.45	13.33	5.36	71	9999	999	28.1	999	99	99
2019	10	22	14	0	999	99	99	0.43	13.33	5.27	62	9999	999	28.2	999	99	99
2019	10	22	14	30	999	99	99	0.43	14.29	5.48	63	9999	999	28.4	999	99	99
2019	10	22	15	0	999	99	99	0.4	14.29	5.7	77	9999	999	28.6	999	99	99
2019	10	22	15	30	999	99	99	0.42	13.33	6.05	59	9999	999	28.7	999	99	99
2019	10	22	16	0	999	99	99	0.42	14.29	5.47	64	9999	999	28.5	999	99	99
2019	10	22	16	30	999	99	99	0.44	14.29	5.48	70	9999	999	28.6	999	99	99
2019	10	22	17	0	999	99	99	0.46	13.33	5.67	59	9999	999	28.6	999	99	99
2019	10	22	17	30	999	99	99	0.44	13.33	5.23	81	9999	999	28.5	999	99	99
2019	10	22	18	0	999	99	99	0.5	13.33	4.74	73	9999	999	28.4	999	99	99
2019	10	22	18	30	999	99	99	0.5	13.33	4.41	70	9999	999	28.4	999	99	99
2019	10	22	19	0	999	99	99	0.54	7.14	3.87	40	9999	999	28.3	999	99	99
2019	10	22	19	30	999	99	99	0.57	13.33	3.82	71	9999	999	28.6	999	99	99
2019	10	22	20	0	999	99	99	0.57	13.33	3.67	74	9999	999	28.7	999	99	99
2019	10	22	20	30	999	99	99	0.54	13.33	3.57	74	9999	999	28.7	999	99	99
2019	10	22	21	0	999	99	99	0.53	14.29	3.98	71	9999	999	28.6	999	99	99
2019	10	22	21	30	999	99	99	0.47	13.33	4.39	70	9999	999	28.6	999	99	99
2019	10	22	22	0	999	99	99	0.46	13.33	4.21	70	9999	999	28.6	999	99	99
2019	10	22	22	30	999	99	99	0.47	13.33	4.31	73	9999	999	28.6	999	99	99
2019	10	22	23	0	999	99	99	0.46	11.76	4.22	64	9999	999	28.6	999	99	99
2019	10	22	23	30	999	99	99	0.43	12.5	3.95	70	9999	999	28.5	999	99	99
2019	10	23	0	0	999	99	99	0.46	12.5	4.12	54	9999	999	28.5	999	99	99
2019	10	23	0	30	999	99	99	0.48	13.33	4.14	54	9999	999	28.5	999	99	99
2019	10	23	1	0	999	99	99	0.43	13.33	4.15	70	9999	999	28.5	999	99	99
2019	10	23	1	30	999	99	99	0.43	13.33	4.39	76	9999	999	28.5	999	99	99
2019	10	23	2	0	999	99	99	0.41	11.76	4.89	56	9999	999	28.5	999	99	99
2019	10	23	2	30	999	99	99	0.42	9.88	5	53	9999	999	28.5	999	99	99
2019	10	23	3	0	999	99	99	0.4	10.53	4.61	62	9999	999	28.5	999	99	99
2019	10	23	3	30	999	99	99	0.42	11.11	5.44	54	9999	999	28.5	999	99	99
2019	10	23	4	0	999	99	99	0.47	10.53	6.15	47	9999	999	28.5	999	99	99
2019	10	23	4	30	999	99	99	0.43	9.88	5.88	40	9999	999	28.5	999	99	99
2019	10	23	5	0	999	99	99	0.5	11.11	6.75	56	9999	999	28.5	999	99	99
2019	10	23	5	30	999	99	99	0.47	11.11	6.57	46	9999	999	28.5	999	99	99
2019	10	23	6	0	999	99	99	0.44	10.53	6.28	50	9999	999	28.5	999	99	99
2019	10	23	6	30	999	99	99	0.45	9.88	6.99	40	9999	999	28.5	999	99	99
2019	10	23	7	0	999	99	99	0.44	9.88	6.03	45	9999	999	28.4	999	99	99
2019	10	23	7	30	999	99	99	0.47	9.09	5.8	47	9999	999	28.4	999	99	99
2019	10	23	8	0	999	99	99	0.47	9.88	6.38	46	9999	999	28.4	999	99	99
2019	10	23	8	30	999	99	99	0.47	9.88	6.22	38	9999	999	28.4	999	99	99
2019	10	23	9	0	999	99	99	0.46	9.88	6.47	43	9999	999	28.4	999	99	99
2019	10	23	9	30	999	99	99	0.45	10.53	6.07	57	9999	999	28.4	999	99	99
2019	10	23	10	0	999	99	99	0.48	9.88	5.82	42	9999	999	28.4	999	99	99
2019	10	23	10	30	999	99	99	0.5	12.5	5.78	59	9999	999	28.4	999	99	99
2019	10	23	11	0	999	99	99	0.51	9.88	5.32	35	9999	999	28.4	999	99	99
2019	10	23	11	30	999	99	99	0.54	9.88	4.74	40	9999	999	28.4	999	99	99
2019	10	23	12	0	999	99	99	0.59	11.11	4.59	39	9999	999	28.4	999	99	99
2019	10	23	12	30	999	99	99	0.63	9.88	4.08	38	9999	999	28.4	999	99	99
2019	10	23	13	0	999	99	99	0.69	9.09	3.75	52	9999	999	28.3	999	99	99
2019	10	23	13	30	999	99	99	0.79	3.33	3.8	354	9999	999	28.3	999	99	99
2019	10	23	14	0	999	99	99	0.86	9.88	3.98	42	9999	999	28.3	999	99	99
2019	10	23	14	30	999	99	99	0.95	4	3.78	357	9999	999	28.3	999	99	99
2019	10	23	15	0	999	99	99	1.01	4.17	3.89	358	9999	999	28.3	999	99	99
2019	10	23	15	30	999	99	99	1.11	4.35	4.08	354	9999	999	28.3	999	99	99
2019	10	23	16	0	999	99	99	1.21	4.76	4.15	353	9999	999	28.3	999	99	99
2019	10	23	16	30	999	99	99	1.18	5	4.15	351	9999	999	28.3	999	99	99
2019	10	23	17	0	999	99	99	1.2	4.76	4.23	353	9999	999	28.3	999	99	99
2019	10	23	17	30	999	99	99	1.21	4.76	4.13	350	9999	999	28.2	999	99	99
2019	10	23	18	0	999	99	99	1.13	4.76	4.17	353	9999	999	28.2	999	99	99
2019	10	23	18	30	999	99	99	1.06	5	4.03	358	9999	999	28.3	999	99	99
2019	10	23	19	0	999	99	99	1.06	10.53	4.24	36	9999	999	28.3	999	99	99
2019	10	23	19	30	999	99	99	1.14	5	4.23	355	9999	999	28.3	999	99	99
2019	10	23	20	0	999	99	99	1.07	5.26	4.26	2	9999	999	28.3	999	99	99
2019	10	23	20	30	999	99	99	1.04	11.76	4.41	50	9999	999	28.4	999	99	99
2019	10	23	21	0	999	99	99	1.12	10.53	4.27	45	9999	999	28.4	999	99	99
2019	10	23	21	30	999	99	99	1.13	10.53	4.19	31	9999	999	28.4	999	99	99
2019	10	23	22	0	999	99	99	1.16	4.55	4.18	360	9999	999	28.4	999	99	99
2019	10	23	22	30	999	99	99	1.16	11.11	4.09	32	9999	999	28.4	999	99	99
2019	10	23	23	0	999	99	99	1.17	4.35	4.13	11	9999	999	28.3	999	99	99
2019	10	23	23	30	999	99	99	1.21	4.55	4.38	25	9999	999	28.3	999	99	99
2019	10	24	0	0	999	99	99	1.22	4.35	4.19	31	9999	999	28.3	999	99	99
2019	10	24	0	30	999	99	99	1.29	11.11	4.41	45	9999	999	28.2	999	99	99
2019	10	24	1	0	999	99	99	1.33	4.55	4.36	26	9999	999	28.2	999	99	99
2019	10	24	1	30	999	99	99	1.38	4.55	4.47	33	9999	999	28.2	999	99	99
2019	10	24	2	0	999	99	99	1.38	4.55	4.46	43	9999	999	28.2	999	99	99
2019	10	24	2	30	999	99	99	1.4	4.17	4.45	50	9999	999	28.2	999	99	99
2019	10	24	3	0	999	99	99	1.41	5.88	4.48	47	9999	999	28.2	999	99	99
2019	10	24	3	30	999	99	99	1.39	4.55	4.64	45	9999	999	28.2	999	99	99
2019	10	24	4	0	999	99	99	1.41	4.76	4.55	54	9999	999	28.1	999	99	99
2019	10	24	4	30	999	99	99	1.4	5.56	4.6	53	9999	999	28.1	999	99	99
2019	10	24	5	0	999	99	99	1.35	5	4.59	59	9999	999	28.1	999	99	99
2019	10	24	5	30	999	99	99	1.5	10.53	4.8	38	9999	999	28.1	999	99	99
2019	10	24	6	0	999	99	99	1.4	11.11	4.65	43	9999	999	28.1	999	99	99
2019	10	24	6	30	999	99	99	1.34	9.88	4.81	42	9999	999	28.1	999	99	99
2019	10	24	7	0	999	99	99	1.23	6.25	4.6	46	9999	999	28.1	999	99	99
2019	10	24	7	30	999	99	99	1.26	4.55	4.6	63	9999	999	28.1	999	99	99
2019	10	24	8	0	999	99	99	1.23	5.56	4.67	50	9999	999	28.1	999	99	99
2019	10	24	8	30	999	99	99	1.27	4.55	4.6	60	9999	999	28	999	99	99
2019	10	24	9	0	999	99	99	1.25	10.53	4.76	47	9999	999	28	999	99	99
2019	10	24	9	30	999	99	99	1.2	9.88	4.78	46	9999	999	28	999	99	99
2019	10	24	10	0	999	99	99	1.16	9.88	4.8	46	9999	999	28	999	99	99
2019	10	24	10	30	999	99	99	1.15	10.53	4.61	49	9999	999	28	999	99	99
2019	10	24	11	0	999	99	99	1.14	6.67	4.42	47	9999	999	28	999	99	99
2019	10	24	11	30	999	99	99	1.17	6.67	4.65	42	9999	999	27.9	999	99	99
2019	10	24	12	0	999	99	99	1.15	6.25	4.71	46	9999	999	27.9	999	99	99
2019	10	24	12	30	999	99	99	1.07	6.25	4.67	42	9999	999	27.9	999	99	99
2019	10	24	13	0	999	99	99	1.14	9.88	4.6	46	9999	999	27.9	999	99	99
2019	10	24	13	30	999	99	99	1.14	9.88	4.57	38	9999	999	28	999	99	99
2019	10	24	14	0	999	99	99	1.13	9.88	4.55	43	9999	999	28	999	99	99
2019	10	24	14	30	999	99	99	1.15	11.11	4.45	49	9999	999	28	999	99	99
2019	10	24	15	0	999	99	99	1.1	6.25	4.48	38	9999	999	28	999	99	99
2019	10	24	15	30	999	99	99	1.1	4.17	4.36	84	9999	999	28.1	999	99	99
2019	10	24	16	0	999	99	99	1.08	6.25	4.35	38	9999	999	28.1	999	99	99
2019	10	24	16	30	999	99	99	1.08	5	4.11	49	9999	999	28.1	999	99	99
2019	10	24	17	0	999	99	99	1.14	4	4.33	92	9999	999	28.2	999	99	99
2019	10	24	17	30	999	99	99	1.12	4	4.28	84	9999	999	28.2	999	99	99
2019	10	24	18	30	999	99	99	1.06	9.88	4.25	46	9999	999	28.3	999	99	99
2019	10	24	19	0	999	99	99	1.17	4.35	4.34	71	9999	999	28.3	999	99	99
2019	10	24	19	30	999	99	99	1.08	6.67	4.3	35	9999	999	28.3	999	99	99
2019	10	24	20	0	999	99	99	1.1	3.85	4.29	87	9999	999	28.3	999	99	99
2019	10	24	20	30	999	99	99	1.08	4.17	4.34	83	9999	999	28.4	999	99	99
2019	10	24	21	0	999	99	99	1.09	4.76	4.33	69	9999	999	28.4	999	99	99
2019	10	24	21	30	999	99	99	1.06	5.56	4.41	46	9999	999	28.4	999	99	99
2019	10	24	22	0	999	99	99	1.05	4.55	4.26	81	9999	999	28.4	999	99	99
2019	10	24	22	30	999	99	99	1.03	4.76	4.22	77	9999	999	28.4	999	99	99
2019	10	24	23	0	999	99	99	1.12	4.55	4.28	95	9999	999	28.3	999	99	99
2019	10	24	23	30	999	99	99	1.14	4.76	4.4	85	9999	999	28.3	999	99	99
2019	10	25	0	0	999	99	99	1.21	4.55	4.33	84	9999	999	28.3	999	99	99
2019	10	25	0	30	999	99	99	1.19	4.35	4.4	91	9999	999	28.3	999	99	99
2019	10	25	1	0	999	99	99	1.2	4.76	4.33	70	9999	999	28.3	999	99	99
2019	10	25	1	30	999	99	99	1.33	4.55	4.44	80	9999	999	28.2	999	99	99
2019	10	25	2	0	999	99	99	1.32	4.55	4.33	87	9999	999	28.2	999	99	99
2019	10	25	2	30	999	99	99	1.39	6.25	4.4	43	9999	999	28.2	999	99	99
2019	10	25	3	0	999	99	99	1.47	6.25	4.52	50	9999	999	28.2	999	99	99
2019	10	25	3	30	999	99	99	1.43	5.26	4.45	73	9999	999	28.2	999	99	99
2019	10	25	4	0	999	99	99	1.46	6.25	4.52	53	9999	999	28.2	999	99	99
2019	10	25	4	30	999	99	99	1.46	6.25	4.55	52	9999	999	28.2	999	99	99
2019	10	25	5	0	999	99	99	1.52	6.25	4.65	52	9999	999	28.2	999	99	99
2019	10	25	5	30	999	99	99	1.52	6.25	4.6	50	9999	999	28.2	999	99	99
2019	10	25	6	0	999	99	99	1.46	6.25	4.48	56	9999	999	28.2	999	99	99
2019	10	25	6	30	999	99	99	1.41	6.25	4.56	50	9999	999	28.2	999	99	99
2019	10	25	7	0	999	99	99	1.52	5.88	4.61	62	9999	999	28.1	999	99	99
2019	10	25	7	30	999	99	99	1.42	5.88	4.55	60	9999	999	28.1	999	99	99
2019	10	25	8	0	999	99	99	1.45	5.88	4.63	66	9999	999	28.1	999	99	99
2019	10	25	8	30	999	99	99	1.43	6.67	4.65	45	9999	999	28.1	999	99	99
2019	10	25	9	0	999	99	99	1.36	6.67	4.51	43	9999	999	28.1	999	99	99
2019	10	25	9	30	999	99	99	1.36	6.67	4.52	49	9999	999	28.1	999	99	99
2019	10	25	10	0	999	99	99	1.48	6.25	4.56	50	9999	999	28.1	999	99	99
2019	10	25	10	30	999	99	99	1.42	5.26	4.63	92	9999	999	28.1	999	99	99
2019	10	25	11	0	999	99	99	1.49	5.88	4.62	64	9999	999	28	999	99	99
2019	10	25	11	30	999	99	99	1.42	6.25	4.63	57	9999	999	28	999	99	99
2019	10	25	12	0	999	99	99	1.39	6.67	4.54	50	9999	999	28	999	99	99
2019	10	25	12	30	999	99	99	1.48	5.88	4.68	73	9999	999	28	999	99	99
2019	10	25	13	0	999	99	99	1.47	6.25	4.66	63	9999	999	28	999	99	99
2019	10	25	13	30	999	99	99	1.52	5.56	4.62	78	9999	999	28	999	99	99
2019	10	25	14	0	999	99	99	1.61	6.25	4.76	66	9999	999	28	999	99	99
2019	10	25	14	30	999	99	99	1.73	6.25	4.83	54	9999	999	28	999	99	99
2019	10	25	15	0	999	99	99	1.69	6.67	4.89	63	9999	999	28	999	99	99
2019	10	25	15	30	999	99	99	1.75	5.88	4.94	71	9999	999	28.1	999	99	99
2019	10	25	16	0	999	99	99	1.75	6.25	4.82	73	9999	999	28.1	999	99	99
2019	10	25	16	30	999	99	99	1.71	6.67	4.81	59	9999	999	28.1	999	99	99
2019	10	25	17	0	999	99	99	1.64	6.67	4.87	56	9999	999	28.1	999	99	99
2019	10	25	17	30	999	99	99	1.6	6.67	4.89	60	9999	999	28.1	999	99	99
2019	10	25	18	0	999	99	99	1.74	6.67	4.84	57	9999	999	28.1	999	99	99
2019	10	25	18	30	999	99	99	1.86	7.14	5.07	53	9999	999	28.1	999	99	99
2019	10	25	19	0	999	99	99	1.85	7.14	4.96	60	9999	999	28.2	999	99	99
2019	10	25	19	30	999	99	99	1.87	7.14	5.07	56	9999	999	28.2	999	99	99
2019	10	25	20	0	999	99	99	1.85	7.14	4.99	62	9999	999	28.2	999	99	99
2019	10	25	20	30	999	99	99	1.86	6.67	4.99	67	9999	999	28.2	999	99	99
2019	10	25	21	0	999	99	99	1.85	7.14	5.07	69	9999	999	28.2	999	99	99
2019	10	25	21	30	999	99	99	2.05	7.14	5.27	66	9999	999	28.2	999	99	99
2019	10	25	22	0	999	99	99	2.01	7.14	5.21	64	9999	999	28.2	999	99	99
2019	10	25	22	30	999	99	99	1.95	7.14	5.22	66	9999	999	28.2	999	99	99
2019	10	25	23	0	999	99	99	1.93	6.67	5.15	73	9999	999	28.1	999	99	99
2019	10	25	23	30	999	99	99	1.98	6.67	5.28	77	9999	999	28.1	999	99	99
2019	10	26	0	0	999	99	99	1.94	7.14	5.27	66	9999	999	28.1	999	99	99
2019	10	26	0	30	999	99	99	1.91	7.14	5.38	67	9999	999	28.1	999	99	99
2019	10	26	1	0	999	99	99	1.92	7.14	5.16	59	9999	999	28.1	999	99	99
2019	10	26	1	30	999	99	99	2.06	7.14	5.4	64	9999	999	28.1	999	99	99
2019	10	26	2	0	999	99	99	1.89	7.14	5.26	64	9999	999	28.1	999	99	99
2019	10	26	2	30	999	99	99	1.82	7.14	5.28	63	9999	999	28.1	999	99	99
2019	10	26	3	0	999	99	99	1.79	7.14	5.11	63	9999	999	28	999	99	99
2019	10	26	3	30	999	99	99	1.79	7.14	5.39	59	9999	999	28	999	99	99
2019	10	26	4	0	999	99	99	1.69	7.14	5.39	67	9999	999	27.9	999	99	99
2019	10	26	4	30	999	99	99	1.7	7.14	5.16	63	9999	999	28	999	99	99
2019	10	26	5	0	999	99	99	1.59	7.69	5.05	49	9999	999	28	999	99	99
2019	10	26	5	30	999	99	99	1.61	5.88	4.93	76	9999	999	28	999	99	99
2019	10	26	6	0	999	99	99	1.71	7.14	5.06	62	9999	999	28	999	99	99
2019	10	26	6	30	999	99	99	1.8	6.25	5.08	80	9999	999	28	999	99	99
2019	10	26	7	0	999	99	99	1.76	7.14	4.91	57	9999	999	28	999	99	99
2019	10	26	7	30	999	99	99	1.76	6.67	4.95	71	9999	999	28	999	99	99
2019	10	26	8	0	999	99	99	1.7	7.14	4.9	69	9999	999	28	999	99	99
2019	10	26	8	30	999	99	99	1.64	7.14	4.81	63	9999	999	28	999	99	99
2019	10	26	9	0	999	99	99	1.67	5.56	4.92	84	9999	999	28	999	99	99
2019	10	26	9	30	999	99	99	1.64	6.67	4.83	70	9999	999	28	999	99	99
2019	10	26	10	0	999	99	99	1.55	6.67	4.73	77	9999	999	28	999	99	99
2019	10	26	10	30	999	99	99	1.61	7.14	4.8	62	9999	999	28	999	99	99
2019	10	26	11	0	999	99	99	1.57	7.14	4.78	59	9999	999	28	999	99	99
2019	10	26	11	30	999	99	99	1.53	7.14	4.71	57	9999	999	28	999	99	99
2019	10	26	12	0	999	99	99	1.54	6.67	4.81	66	9999	999	28	999	99	99
2019	10	26	12	30	999	99	99	1.56	6.25	4.68	70	9999	999	28	999	99	99
2019	10	26	13	0	999	99	99	1.53	7.14	4.64	56	9999	999	28	999	99	99
2019	10	26	13	30	999	99	99	1.56	4.76	4.62	111	9999	999	28	999	99	99
2019	10	26	14	0	999	99	99	1.59	4.55	4.66	118	9999	999	28	999	99	99
2019	10	26	14	30	999	99	99	1.49	4.55	4.66	111	9999	999	28	999	99	99
2019	10	26	15	0	999	99	99	1.4	5.26	4.6	80	9999	999	28	999	99	99
2019	10	26	15	30	999	99	99	1.49	6.25	4.65	64	9999	999	28	999	99	99
2019	10	26	16	0	999	99	99	1.48	5	4.58	105	9999	999	28	999	99	99
2019	10	26	16	30	999	99	99	1.39	5	4.51	105	9999	999	28	999	99	99
2019	10	26	17	0	999	99	99	1.44	5	4.5	108	9999	999	28	999	99	99
2019	10	26	17	30	999	99	99	1.33	6.25	4.37	59	9999	999	28	999	99	99
2019	10	26	18	0	999	99	99	1.43	5.26	4.53	98	9999	999	28	999	99	99
2019	10	26	18	30	999	99	99	1.45	5	4.47	107	9999	999	28	999	99	99
2019	10	26	19	0	999	99	99	1.42	4.76	4.37	114	9999	999	27.9	999	99	99
2019	10	26	19	30	999	99	99	1.41	5	4.49	109	9999	999	27.9	999	99	99
2019	10	26	20	0	999	99	99	1.35	5.56	4.38	98	9999	999	27.9	999	99	99
2019	10	26	20	30	999	99	99	1.27	5.26	4.44	109	9999	999	27.9	999	99	99
2019	10	26	21	0	999	99	99	1.25	5.26	4.48	107	9999	999	27.9	999	99	99
2019	10	26	21	30	999	99	99	1.23	5.26	4.57	102	9999	999	27.9	999	99	99
2019	10	26	22	0	999	99	99	1.19	5.56	4.46	107	9999	999	27.9	999	99	99
2019	10	26	22	30	999	99	99	1.16	5.56	4.51	88	9999	999	27.9	999	99	99
2019	10	26	23	0	999	99	99	1.01	7.14	4.45	66	9999	999	27.9	999	99	99
2019	10	26	23	30	999	99	99	1.03	5.26	4.4	101	9999	999	27.9	999	99	99
2019	10	27	0	0	999	99	99	0.98	5	4.43	105	9999	999	27.8	999	99	99
2019	10	27	0	30	999	99	99	0.99	5.88	4.3	104	9999	999	27.8	999	99	99
2019	10	27	1	0	999	99	99	0.97	6.25	4.37	87	9999	999	27.8	999	99	99
2019	10	27	1	30	999	99	99	0.93	5.56	4.46	105	9999	999	27.8	999	99	99
2019	10	27	2	0	999	99	99	0.96	7.14	4.42	67	9999	999	27.8	999	99	99
2019	10	27	2	30	999	99	99	0.88	7.14	4.31	69	9999	999	27.8	999	99	99
2019	10	27	3	0	999	99	99	0.87	5.88	4.35	88	9999	999	27.8	999	99	99
2019	10	27	3	30	999	99	99	0.85	7.14	4.23	69	9999	999	27.7	999	99	99
2019	10	27	4	0	999	99	99	0.86	6.67	4.41	73	9999	999	27.8	999	99	99
2019	10	27	4	30	999	99	99	0.84	7.14	4.37	63	9999	999	27.8	999	99	99
2019	10	27	5	0	999	99	99	0.81	6.25	4.24	73	9999	999	27.7	999	99	99
2019	10	27	5	30	999	99	99	0.81	6.67	4.12	73	9999	999	27.7	999	99	99
2019	10	27	6	0	999	99	99	0.85	7.14	4.33	67	9999	999	27.7	999	99	99
2019	10	27	6	30	999	99	99	0.83	5.88	4.41	71	9999	999	27.8	999	99	99
2019	10	27	7	0	999	99	99	0.77	6.67	4.26	59	9999	999	27.8	999	99	99
2019	10	27	7	30	999	99	99	0.81	6.67	4.42	64	9999	999	27.9	999	99	99
2019	10	27	8	0	999	99	99	0.77	7.14	4.27	63	9999	999	27.9	999	99	99
2019	10	27	8	30	999	99	99	0.76	5.56	4.39	73	9999	999	27.9	999	99	99
2019	10	27	9	0	999	99	99	0.7	6.67	4.39	62	9999	999	27.9	999	99	99
2019	10	27	9	30	999	99	99	0.71	7.14	4.53	66	9999	999	27.9	999	99	99
2019	10	27	10	0	999	99	99	0.78	7.14	4.77	67	9999	999	28	999	99	99
2019	10	27	10	30	999	99	99	0.73	7.69	4.73	62	9999	999	27.9	999	99	99
2019	10	27	11	0	999	99	99	0.7	6.67	4.82	59	9999	999	28	999	99	99
2019	10	27	11	30	999	99	99	0.7	6.67	4.82	62	9999	999	28	999	99	99
2019	10	27	12	0	999	99	99	0.67	7.14	4.79	66	9999	999	28	999	99	99
2019	10	27	12	30	999	99	99	0.66	7.14	4.59	66	9999	999	28	999	99	99
2019	10	27	13	0	999	99	99	0.68	6.67	4.59	64	9999	999	28	999	99	99
2019	10	27	13	30	999	99	99	0.67	6.67	4.18	70	9999	999	28	999	99	99
2019	10	27	14	0	999	99	99	0.67	7.14	4.17	70	9999	999	28	999	99	99
2019	10	27	14	30	999	99	99	0.69	7.14	4.22	69	9999	999	28	999	99	99
2019	10	27	15	0	999	99	99	0.72	7.14	4.09	62	9999	999	28.1	999	99	99
2019	10	27	15	30	999	99	99	0.72	7.14	4.22	73	9999	999	28.1	999	99	99
2019	10	27	16	0	999	99	99	0.7	6.25	4.12	64	9999	999	28.1	999	99	99
2019	10	27	16	30	999	99	99	0.69	5.88	4.16	63	9999	999	28.1	999	99	99
2019	10	27	17	0	999	99	99	0.69	6.67	4.21	74	9999	999	28.2	999	99	99
2019	10	27	17	30	999	99	99	0.71	6.67	4.32	70	9999	999	28.2	999	99	99
2019	10	27	18	0	999	99	99	0.69	6.67	4.19	67	9999	999	28.2	999	99	99
2019	10	27	18	30	999	99	99	0.7	7.14	3.91	67	9999	999	28.2	999	99	99
2019	10	27	19	0	999	99	99	0.73	6.67	4.07	70	9999	999	28.3	999	99	99
