#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 05 11 27 999 99.0 99.0  2.12 14.29 11.54 268 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 11 57 999 99.0 99.0  1.95 14.29 10.44 272 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 12 27 999 99.0 99.0  2.37 14.29 11.27 268 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 12 57 999 99.0 99.0  2.27 14.29 10.79 267 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 13 27 999 99.0 99.0  2.09 14.29  9.91 264 9999.0 999.0  12.8 999.0 99.0 99.00
2019 01 05 13 57 999 99.0 99.0  2.20 13.33 10.15 265 9999.0 999.0  12.9 999.0 99.0 99.00
2019 01 05 14 27 999 99.0 99.0  2.11 15.38  9.45 268 9999.0 999.0  12.9 999.0 99.0 99.00
2019 01 05 14 57 999 99.0 99.0  1.94 15.38  9.02 267 9999.0 999.0  12.8 999.0 99.0 99.00
2019 01 05 15 27 999 99.0 99.0  2.05 15.38  9.31 265 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 15 57 999 99.0 99.0  2.41 15.38 10.31 265 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 16 27 999 99.0 99.0  2.06 15.38  9.04 267 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 16 57 999 99.0 99.0  1.92 13.33  8.38 271 9999.0 999.0  12.5 999.0 99.0 99.00
2019 01 05 17 27 999 99.0 99.0  1.94 14.29  7.53 265 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 17 57 999 99.0 99.0  1.98 15.38  7.29 264 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 18 27 999 99.0 99.0  2.11 15.38  7.41 267 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 18 57 999 99.0 99.0  2.01 14.29  6.58 260 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 19 27 999 99.0 99.0  2.08 15.38  6.56 271 9999.0 999.0  12.6 999.0 99.0 99.00
